index,"Order ID",Date,Status,Fulfilment,"Sales Channel",ship-service-level,Style,SKU,Category,Size,ASIN,"Courier Status",Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,"Unnamed: 22"
7702,403-4569455-4892349,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,Shipped,1,INR,376,BENGALURU,KARNATAKA,560016,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7704,408-9548538-1051546,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3468,JNE3468-KR-XL,kurta,XL,B08RP67NGB,Shipped,1,INR,0,THANE,MAHARASHTRA,401107,IN,,False,,
7705,406-3570546-4793948,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-XXL,kurta,XXL,B082W891PY,Shipped,1,INR,435,PUNE,MAHARASHTRA,411047,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7706,171-4459810-3137905,04-25-22,Shipped,Amazon,Amazon.in,Expedited,MEN5023,MEN5023-KR-L,kurta,L,B08YZ1L831,Shipped,1,INR,549,BANGALORE,KARNATAKA,560010,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7707,404-5973813-6227562,04-25-22,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-S,Set,S,B0894XGJ83,Shipped,1,INR,1065,"PIMPRI CHINCHWAD",MAHARASHTRA,411027,IN,,False,,
7708,404-5600706-9438732,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3706,JNE3706-DR-L,"Western Dress",L,B0982ZYR1X,Shipped,1,INR,413,VISAKHAPATNAM,"ANDHRA PRADESH",530022,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7709,403-9525729-7472326,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3428,JNE3428-KR-XS,kurta,XS,B083ZTJ1GC,Shipped,1,INR,249,CHENNAI,"TAMIL NADU",600117,IN,,False,,
7710,403-6053471-2795563,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3869,JNE3869-DR-XXL,"Western Dress",XXL,B09RK6NS3V,Shipped,1,INR,721,HYDERABAD,TELANGANA,500075,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7711,408-3789229-7333903,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3745,JNE3745-KR-L,kurta,L,B09K3Z8XNG,Shipped,1,INR,316,BANGALORE,KARNATAKA,560085,IN,,False,,
7712,402-8400736-2933945,04-25-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759,BENGALURU,KARNATAKA,560037,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
7713,408-9674851-5237131,04-25-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET397,"SET397-KR-NP  -M",Set,M,B09RKD6KWL,Shipped,1,INR,1186,"NEW DELHI",DELHI,110092,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
7714,408-9674851-5237131,04-25-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654,"NEW DELHI",DELHI,110092,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
7715,404-8429272-0147536,04-25-22,Shipped,Amazon,Amazon.in,Expedited,J0012,J0012-SKD-XXXL,Set,3XL,B0894Y1W9Q,Shipped,1,INR,1140,CHENNAI,"TAMIL NADU",600099,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7716,404-2228017-3294735,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3437,JNE3437-KR-L,kurta,L,B085HMZBP2,Shipped,1,INR,517,HYDERABAD,TELANGANA,500084,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7717,405-2626067-4483563,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3785,JNE3785-KR-M,kurta,M,B09K3T29DG,Shipped,1,INR,362,BENGALURU,KARNATAKA,560072,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7718,405-0822668-2297940,04-25-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,J0299,J0299-KR-M,kurta,M,B099F9NCKZ,Shipped,1,INR,345,BENGALURU,KARNATAKA,560072,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-AWMMZNGS33JGQ,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
7719,403-2928157-3749110,04-25-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,J0341,J0341-DR-L,"Western Dress",L,B099NRCT7B,Shipped,1,INR,744,Pune,MAHARASHTRA,412409,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
7720,404-6301254-8033900,04-25-22,Shipped,Amazon,Amazon.in,Expedited,SET098,SET098-KR-PP-S,Set,S,B07X3KSDT3,Shipped,1,INR,696,"Mahavir Enclave,delhi",Delhi,110045,IN,,False,,
7722,407-2306796-6507533,04-25-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3463,JNE3463-KR-S,kurta,S,B08RP1WNB2,Shipped,1,INR,534,Vuyyuru,"ANDHRA PRADESH",521165,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-ACZIPIA37BFIY,Amazon PLCC Free-Financing Universal Merchant AAT-4UKS7UWZY3AES,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
7723,171-4572240-0683543,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3577,JNE3577-KR-XL,kurta,XL,B08MYSSPT8,Unshipped,1,INR,696,CHENNAI,"TAMIL NADU",600015,IN,,False,,
7724,408-2540603-4647560,04-25-22,Shipped,Amazon,Amazon.in,Standard,SET233,SET233-KR-PP-XL,Set,XL,B08MXCP6LH,Shipped,1,INR,0,"NEW DELHI",DELHI,110026,IN,,False,,
7725,403-0055389-3109114,04-25-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET239,SET239-KR-NP-M,Set,M,B08TZP7QJF,Shipped,1,INR,654,AMRITSAR,PUNJAB,143001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
7726,406-4334612-4081167,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3638,JNE3638-KR-L,kurta,L,B098128VK9,Shipped,1,INR,517,SECUNDERABAD,TELANGANA,500067,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7727,408-5949121-8469107,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE2100,JNE2100-KR-144-S,kurta,S,B078Q2PWX9,Shipped,1,INR,357,"NAVI MUMBAI",MAHARASHTRA,400614,IN,,False,,
7728,408-0486140-5664352,04-25-22,Shipped,Amazon,Amazon.in,Expedited,MEN5004,MEN5004-KR-M,kurta,M,B08YYYZMKB,Shipped,1,INR,484,JAMMU,"JAMMU & KASHMIR",180001,IN,,False,,
7729,406-0140331-1031521,04-25-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET286,SET286-KR-NP-XXL,Set,XXL,B099NGG1SM,Shipped,1,INR,626,PEN,MAHARASHTRA,402107,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
7730,405-6391092-5781918,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3613,JNE3613-KR-XL,kurta,XL,B08XVKMPHJ,Shipped,1,INR,399,"PIMPRI CHINCHWAD",MAHARASHTRA,412105,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7731,171-5344250-6719515,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,J0395,J0395-DR-M,"Western Dress",M,B09SDYXC9W,Unshipped,1,INR,859,PATNA,BIHAR,800013,IN,,False,,
7732,405-7609447-1991562,04-25-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597,BHILAI,CHHATTISGARH,490020,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
7733,406-2452265-1513953,04-25-22,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-S,Set,S,B09NQ47F17,Shipped,1,INR,597,CHENNAI,"TAMIL NADU",600100,IN,,False,,
7734,406-2579125-9390766,04-25-22,Cancelled,Merchant,Amazon.in,Standard,SET349,SET349-KR-NP-XXL,Set,XXL,B09QJ4BFQQ,,0,INR,894.29,HYDERABAD,TELANGANA,500032,IN,,False,"Easy Ship",
7735,403-1789240-5812314,04-25-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-L,"Western Dress",L,B09SDXWNPZ,Shipped,1,INR,771,MOONNIYUR,KERALA,676317,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
7738,403-7340491-4568341,04-25-22,Shipped,Amazon,Amazon.in,Expedited,SET098,SET098-KR-PP-S,Set,S,B07X3KSDT3,Shipped,1,INR,696,"NEW DELHI",DELHI,110014,IN,,False,,
7739,404-5616772-1306739,04-25-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET383,SET383-KR-NP-M,Set,M,B09K3CQ75T,Shipped,1,INR,631,ETMADPUR,"UTTAR PRADESH",283202,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-ACZIPIA37BFIY,Amazon PLCC Free-Financing Universal Merchant AAT-4UKS7UWZY3AES,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-AWMMZNGS33JGQ,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
7740,171-1744659-2535518,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET320,SET320-KR-NP-XXXL,Set,3XL,B09RKD5K4Z,Unshipped,1,INR,856,"NEW DELHI",DELHI,110091,IN,,False,,
7741,403-8449537-0772311,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3421,JNE3421-KR-N-M,kurta,M,B08TRHNH61,Shipped,1,INR,399,PUNE,MAHARASHTRA,411004,IN,,False,,
7742,171-2050164-2199540,04-25-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XS,kurta,XS,B081XCMYXJ,Shipped,1,INR,399,"NAVI MUMBAI",MAHARASHTRA,400706,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7743,406-8395385-1833920,04-25-22,Shipped,Amazon,Amazon.in,Expedited,SET246,SET246-KR-PP-XXL,Set,XXL,B08W9LP36M,Shipped,1,INR,455,HIREKERUR,KARNATAKA,581111,IN,,False,,
7744,403-2207223-6524321,04-25-22,Shipped,Amazon,Amazon.in,Expedited,SET363,SET363-KR-NP-S,Set,S,B09TH6N4N9,Shipped,1,INR,1338,NASHIK,MAHARASHTRA,422101,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
7745,408-2837347-7859527,04-25-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XL,Set,XL,B09NQ4QS13,Shipped,1,INR,635,PUNE,MAHARASHTRA,411015,IN,,False,,
7746,407-0667443-1717921,04-25-22,Shipped,Amazon,Amazon.in,Expedited,J0415,J0415-DR-M,"Western Dress",M,B09TY1MXMF,Shipped,1,INR,899,"pune, maharashtra",MAHARASHTRA,411057,IN,"VPC-44571-38707197 Coupon",False,,
7747,408-5623489-6129152,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5023,MEN5023-KR-XXXL,kurta,3XL,B08YZ5FNX5,Unshipped,1,INR,549,KRISHNANAGAR,"WEST BENGAL",741101,IN,,False,,
7748,408-1660867-3357966,04-25-22,Cancelled,Merchant,Amazon.in,Standard,MEN5016,MEN5016-KR-XXXL,kurta,3XL,B08YYTBGMP,,0,INR,452.38,KRISHNANAGAR,"WEST BENGAL",741101,IN,,False,"Easy Ship",
